airport,Airport Name,MinRWYlength,Taxi_In,Taxi_In fuel,taxi_in_seconds
HRYR,,11483.0,4.0,48.0,240.0
HSSK,,9751.0,4.0,48.0,240.0
HTDA,,9843.0,4.0,48.0,240.0
HTDA,,3280.0,4.0,48.0,240.0
HTZA,,9915.0,4.0,48.0,240.0
HUEN,,7900.0,4.0,48.0,240.0
HUEN,,12000.0,4.0,48.0,240.0
KATL,ATLANTA INTL/HARTSFI,9000.0,12.2946824225,147.54,737.68094535
KATL,ATLANTA INTL/HARTSFI,10000.0,12.2946824225,147.54,737.68094535
KATL,ATLANTA INTL/HARTSFI,11890.0,12.2946824225,147.54,737.68094535
KATL,ATLANTA INTL/HARTSFI,9001.0,12.2946824225,147.54,737.68094535
KATL,ATLANTA INTL/HARTSFI,9000.0,12.2946824225,147.54,737.68094535
KBOS,BOSTON,7861.0,11.7506783238,141.01,705.040699428
KBOS,BOSTON,10005.0,11.7506783238,141.01,705.040699428
KBOS,BOSTON,7000.0,11.7506783238,141.01,705.040699428
KBOS,BOSTON,5000.0,11.7506783238,141.01,705.040699428
KBOS,BOSTON,2557.0,11.7506783238,141.01,705.040699428
KBOS,BOSTON,10083.0,11.7506783238,141.01,705.040699428
KCLT,CHARLOTTE,7502.0,8.6614379085,103.94,519.68627451
KCLT,CHARLOTTE,10000.0,8.6614379085,103.94,519.68627451
KCLT,CHARLOTTE,8676.0,8.6614379085,103.94,519.68627451
KCLT,CHARLOTTE,10000.0,8.6614379085,103.94,519.68627451
KDEN,DENVER INTERNATIONAL,12000.0,12.1172248804,145.41,727.0334928240001
KDEN,DENVER INTERNATIONAL,12000.0,12.1172248804,145.41,727.0334928240001
KDEN,DENVER INTERNATIONAL,12000.0,12.1172248804,145.41,727.0334928240001
KDEN,DENVER INTERNATIONAL,16000.0,12.1172248804,145.41,727.0334928240001
KDEN,DENVER INTERNATIONAL,12000.0,12.1172248804,145.41,727.0334928240001
KDEN,DENVER INTERNATIONAL,12000.0,12.1172248804,145.41,727.0334928240001
KDAB,,10500.0,4.0,48.0,240.0
KDAB,,3195.0,4.0,48.0,240.0
KDAB,,6001.0,4.0,48.0,240.0
KDFW,DALLAS/FORT WORTH,9000.0,10.3332020481,124.0,619.9921228860001
KDFW,DALLAS/FORT WORTH,9301.0,10.3332020481,124.0,619.9921228860001
KDFW,DALLAS/FORT WORTH,13401.0,10.3332020481,124.0,619.9921228860001
KDFW,DALLAS/FORT WORTH,8500.0,10.3332020481,124.0,619.9921228860001
KDFW,DALLAS/FORT WORTH,13401.0,10.3332020481,124.0,619.9921228860001
KDFW,DALLAS/FORT WORTH,13400.0,10.3332020481,124.0,619.9921228860001
KDFW,DALLAS/FORT WORTH,13400.0,10.3332020481,124.0,619.9921228860001
KDTW,DETROIT/METROPOL WAY,8501.0,9.6754385965,116.11,580.52631579
KDTW,DETROIT/METROPOL WAY,10001.0,9.6754385965,116.11,580.52631579
KDTW,DETROIT/METROPOL WAY,10000.0,9.6754385965,116.11,580.52631579
KDTW,DETROIT/METROPOL WAY,12003.0,9.6754385965,116.11,580.52631579
KDTW,DETROIT/METROPOL WAY,8708.0,9.6754385965,116.11,580.52631579
KDTW,DETROIT/METROPOL WAY,8500.0,9.6754385965,116.11,580.52631579
KEWR,NEWARK,11000.0,12.1009174312,145.21,726.0550458719999
KEWR,NEWARK,10000.0,12.1009174312,145.21,726.0550458719999
KEWR,NEWARK,6800.0,12.1009174312,145.21,726.0550458719999
KFLL,,9000.0,4.0,48.0,240.0
KFLL,,8000.0,4.0,48.0,240.0
KFLL,,6930.0,4.0,48.0,240.0
KGSP,,11000.0,4.0,48.0,240.0
KIAD,WASHINGTON,11501.0,7.7063492063,92.48,462.38095237799996
KIAD,WASHINGTON,9400.0,7.7063492063,92.48,462.38095237799996
KIAD,WASHINGTON,11500.0,7.7063492063,92.48,462.38095237799996
KIAD,WASHINGTON,10501.0,7.7063492063,92.48,462.38095237799996
KIAH,HOUSTON INTL/TEXAS,9000.0,8.2220812183,98.66,493.32487309799996
KIAH,HOUSTON INTL/TEXAS,9402.0,8.2220812183,98.66,493.32487309799996
KIAH,HOUSTON INTL/TEXAS,10000.0,8.2220812183,98.66,493.32487309799996
KIAH,HOUSTON INTL/TEXAS,12001.0,8.2220812183,98.66,493.32487309799996
KIAH,HOUSTON INTL/TEXAS,9999.0,8.2220812183,98.66,493.32487309799996
KJFK,NEW YORK,12079.0,17.6319915862,211.58,1057.919495172
KJFK,NEW YORK,8400.0,17.6319915862,211.58,1057.919495172
KJFK,NEW YORK,10000.0,17.6319915862,211.58,1057.919495172
KJFK,NEW YORK,14511.0,17.6319915862,211.58,1057.919495172
KLAX,LOS ANGELES,8925.0,11.1992498828,134.39,671.954992968
KLAX,LOS ANGELES,10285.0,11.1992498828,134.39,671.954992968
KLAX,LOS ANGELES,12091.0,11.1992498828,134.39,671.954992968
KLAX,LOS ANGELES,11096.0,11.1992498828,134.39,671.954992968
KMCO,ORLANDO INTERNATIONAL,9000.0,11.6033182504,139.24,696.1990950239999
KMCO,ORLANDO INTERNATIONAL,10000.0,11.6033182504,139.24,696.1990950239999
KMCO,ORLANDO INTERNATIONAL,12005.0,11.6033182504,139.24,696.1990950239999
KMCO,ORLANDO INTERNATIONAL,12004.0,11.6033182504,139.24,696.1990950239999
KMIA,MIAMI INTL/FLORIDA,8600.0,9.2495285984,110.99,554.971715904
KMIA,MIAMI INTL/FLORIDA,10506.0,9.2495285984,110.99,554.971715904
KMIA,MIAMI INTL/FLORIDA,13000.0,9.2495285984,110.99,554.971715904
KMIA,MIAMI INTL/FLORIDA,9354.0,9.2495285984,110.99,554.971715904
KMLB,,3001.0,4.0,48.0,240.0
KMLB,,6000.0,4.0,48.0,240.0
KMLB,,10181.0,4.0,48.0,240.0
KNYL,,13299.0,4.0,48.0,240.0
KNYL,,9239.0,4.0,48.0,240.0
KNYL,,6145.0,4.0,48.0,240.0
KNYL,,5710.0,4.0,48.0,240.0
KOMA,,8500.0,4.0,48.0,240.0
KOMA,,9502.0,4.0,48.0,240.0
KOMA,,8153.0,4.0,48.0,240.0
KORD,CHICAGO O HARE INTL,7500.0,16.5743077792,198.89,994.458466752
KORD,CHICAGO O HARE INTL,8075.0,16.5743077792,198.89,994.458466752
KORD,CHICAGO O HARE INTL,11245.0,16.5743077792,198.89,994.458466752
KORD,CHICAGO O HARE INTL,7500.0,16.5743077792,198.89,994.458466752
KORD,CHICAGO O HARE INTL,7967.0,16.5743077792,198.89,994.458466752
KORD,CHICAGO O HARE INTL,10801.0,16.5743077792,198.89,994.458466752
KORD,CHICAGO O HARE INTL,13000.0,16.5743077792,198.89,994.458466752
KORD,CHICAGO O HARE INTL,7500.0,16.5743077792,198.89,994.458466752
KORD,CHICAGO O HARE INTL,10005.0,16.5743077792,198.89,994.458466752
KORD,CHICAGO O HARE INTL,9686.0,16.5743077792,198.89,994.458466752
KORD,CHICAGO O HARE INTL,5332.0,16.5743077792,198.89,994.458466752
KPAE,,4514.0,4.0,48.0,240.0
KPAE,,3000.0,4.0,48.0,240.0
KPAE,,9010.0,4.0,48.0,240.0
KPHL,PHILADELPHIA,5000.0,7.3667508114,88.4,442.00504868400003
KPHL,PHILADELPHIA,9500.0,7.3667508114,88.4,442.00504868400003
KPHL,PHILADELPHIA,12000.0,7.3667508114,88.4,442.00504868400003
KPHL,PHILADELPHIA,5460.0,7.3667508114,88.4,442.00504868400003
KPHX,,10300.0,4.0,48.0,240.0
KPHX,,7800.0,4.0,48.0,240.0
KPHX,,11489.0,4.0,48.0,240.0
KRDU,,10000.0,4.0,48.0,240.0
KRDU,,7500.0,4.0,48.0,240.0
KRDU,,3570.0,4.0,48.0,240.0
KRFD,,8199.0,4.0,48.0,240.0
KRFD,,10004.0,4.0,48.0,240.0
KSEA,SEATTLE/TACOMA INTL,9426.0,7.2818073722,87.38,436.908442332
KSEA,SEATTLE/TACOMA INTL,11900.0,7.2818073722,87.38,436.908442332
KSEA,SEATTLE/TACOMA INTL,9426.0,7.2818073722,87.38,436.908442332
KSEA,SEATTLE/TACOMA INTL,,7.2818073722,87.38,436.908442332
KSFO,SAN FRANCISCO,7500.0,10.2106481481,122.53,612.638888886
KSFO,SAN FRANCISCO,8648.0,10.2106481481,122.53,612.638888886
KSFO,SAN FRANCISCO,11870.0,10.2106481481,122.53,612.638888886
KSFO,SAN FRANCISCO,10602.0,10.2106481481,122.53,612.638888886
KTUL,,7372.0,4.0,48.0,240.0
KTUL,,9999.0,4.0,48.0,240.0
KTUL,,6101.0,4.0,48.0,240.0
LATI,TIRANA,9022.0,6.1795001262,74.15,370.770007572
LBBG,BURGAS,10499.0,5.2005131965,62.41,312.03079179
LBPD,PLOVDIV INTERNATIONAL,8202.0,5.2627345845,63.15,315.76407507000005
LBSF,SOFIA,11811.0,5.2152598951,62.58,312.915593706
LBWN,VARNA,8258.0,5.7662337662,69.19,345.974025972
LCLK,LARNACA,9823.0,5.0959400375,61.15,305.75640225
LCPH,PAPHOS,8858.0,4.8449389806,58.14,290.696338836
LCRA,,9002.0,4.0,48.0,240.0
LDDU,DUBROVNIK,10597.0,3.855952381,46.27,231.35714285999998
LDPL,PULA,9678.0,4.4177419355,53.01,265.06451612999996
LDRI,RIJEKA / KRK I,8164.0,3.9605488851,47.53,237.632933106
LDSP,SPLIT,8366.0,3.8718199609,46.46,232.309197654
LDZA,ZAGREB,10669.0,5.4909018987,65.89,329.454113922
LDZD,ZADAR / ZEMUNIK,6561.0,5.3800738007,64.56,322.804428042
LDZD,ZADAR / ZEMUNIK,8202.0,5.3800738007,64.56,322.804428042
LEAB,,8858.0,4.0,48.0,240.0
LEAL,ALICANTE,9842.0,4.8835009105,58.6,293.01005462999996
LEAM,ALMERIA,10499.0,5.4967860422,65.96,329.807162532
LEAS,ASTURIAS,7218.0,4.2588770865,51.11,255.53262519
LEBB,BILBAO,6562.0,4.6322055138,55.59,277.932330828
LEBB,BILBAO,8530.0,4.6322055138,55.59,277.932330828
LEBL,BARCELONA,8294.0,5.3782519806,64.54,322.695118836
LEBL,BARCELONA,10997.0,5.3782519806,64.54,322.695118836
LEBL,BARCELONA,8727.0,5.3782519806,64.54,322.695118836
LECO,LA CORUNA,7178.0,4.2472340426,50.97,254.83404255599999
LECH,,8858.0,4.0,48.0,240.0
LEGE,GERONA,7874.0,4.0244860943,48.29,241.469165658
LEGR,GRANADA,9514.0,4.3396099529,52.08,260.376597174
LEIB,IBIZA,9186.0,4.6916913621,56.3,281.501481726
LEJR,JEREZ DE LA FRONTERA,7546.0,5.1031339031,61.24,306.188034186
LEMD,MADRID/BARAJAS,11483.0,9.017799601,108.21,541.06797606
LEMD,MADRID/BARAJAS,13084.0,9.017799601,108.21,541.06797606
LEMD,MADRID/BARAJAS,11483.0,9.017799601,108.21,541.06797606
LEMD,MADRID/BARAJAS,13711.0,9.017799601,108.21,541.06797606
LEMG,MALAGA,9022.0,5.4373771818,65.25,326.24263090799997
LEMG,MALAGA,10500.0,5.4373771818,65.25,326.24263090799997
LEMH,MAHON,8366.0,4.3683262712,52.42,262.099576272
LEMH,MAHON,7710.0,4.3683262712,52.42,262.099576272
LEMH,MAHON,6890.0,4.3683262712,52.42,262.099576272
LEMI,REGION DE MURCIA,9842.0,4.3713054187,52.46,262.27832512199996
LEPA,PALMA DE MALLORCA,10728.0,5.3159414471,63.79,318.956486826
LEPA,PALMA DE MALLORCA,9842.0,5.3159414471,63.79,318.956486826
LEPP,,2.0,4.0,48.0,240.0
LEPP,,7241.0,4.0,48.0,240.0
LERS,REUS,8054.0,3.8515185602,46.22,231.09111361200002
LERS,REUS,1117.0,3.8515185602,46.22,231.09111361200002
LESO,SAN SEBASTIAN,5755.0,4.5187265918,54.22,271.123595508
LEST,SANTIAGO,10499.0,4.7665982204,57.2,285.995893224
LEVC,VALENCIA,5394.0,4.5917956845,55.1,275.50774107
LEVC,VALENCIA,8858.0,4.5917956845,55.1,275.50774107
LEVD,VALLADOLID,9843.0,6.1617161716,73.94,369.702970296
LEVD,VALLADOLID,2976.0,6.1617161716,73.94,369.702970296
LEVT,VITORIA,11483.0,4.7644569817,57.17,285.86741890200005
LEVX,VIGO,7874.0,3.6360560657,43.63,218.163363942
LEXJ,SANTANDER,7612.0,4.3955555556,52.75,263.733333336
LEZG,ZARAGOZA,9843.0,6.5210563883,78.25,391.263383298
LEZG,ZARAGOZA,12198.0,6.5210563883,78.25,391.263383298
LEZL,SEVILLA,11030.0,3.8996458977,46.8,233.97875386200002
LFBD,BORDEAUX/MERIGNAC,10171.0,4.7940646131,57.53,287.64387678599996
LFBD,BORDEAUX/MERIGNAC,7923.0,4.7940646131,57.53,287.64387678599996
LFBE,BERGERAC/ROUMANIERE,7234.0,4.8656429942,58.39,291.938579652
LFBH,LA ROCHELLE LALEU,7398.0,5.4941634241,65.93,329.649805446
LFBI,POITIERS-BIARD,7710.0,4.8085106383,57.7,288.510638298
LFBL,LIMOGES BELLEGARDE,8202.0,5.3940594059,64.73,323.64356435400003
LFBO,TOULOUSE/BLAGNAC,9843.0,4.685478797,56.23,281.12872782
LFBO,TOULOUSE/BLAGNAC,11483.0,4.685478797,56.23,281.12872782
LFBP,PAU VZEIN,8202.0,4.9358208955,59.23,296.14925373
LFBT,TARBES LOURDES PYRENEES,9843.0,5.8966704937,70.76,353.800229622
LFBZ,BIARRITZ-BAYONNE,7382.0,3.5501572877,42.6,213.00943726199998
LFCK,CASTRES/MAZAMET,5988.0,3.7834394904,45.4,227.006369424
LFCR,RODEZ-MARCILLAC,6693.0,5.4217687075,65.06,325.30612245
LFGJ,DOLE TAVAUX,7318.0,3.9786096257,47.74,238.71657754199998
LFJL,,8202.0,4.0,48.0,240.0
LFKB,BASTIA,8266.0,4.4395513087,53.27,266.37307852199996
LFKC,CALVI STE CATHERINE,7579.0,3.2734499205,39.28,196.40699523
LFKF,FIGARI SUD CORSE,8136.0,4.2920930233,51.51,257.525581398
LFKJ,AJACCIO,7897.0,3.9470404984,47.36,236.822429904
LFLC,CLERMONT-FERRAND,2313.0,2.875,34.5,172.5
LFLC,CLERMONT-FERRAND,9885.0,2.875,34.5,172.5
LFLC,CLERMONT-FERRAND,2953.0,2.875,34.5,172.5
LFLB,,6628.0,4.0,48.0,240.0
LFLL,LYON/SARTOLAS,8760.0,5.5724241951,66.87,334.345451706
LFLL,LYON/SARTOLAS,13124.0,5.5724241951,66.87,334.345451706
LFLW,AURILLAC,5577.0,4.7091503268,56.51,282.549019608
LFMK,CARCASSONNE SALVAZA,6726.0,5.0013333333,60.02,300.079999998
LFLS,,10007.0,4.0,48.0,240.0
LFLX,,11483.0,4.0,48.0,240.0
LFML,MARSEILLE/PROVENCE,11483.0,5.1506361872,61.81,309.03817123199997
LFML,MARSEILLE/PROVENCE,7776.0,5.1506361872,61.81,309.03817123199997
LFMN,NICE,8622.0,4.6038381663,55.25,276.23028997800003
LFMN,NICE,9721.0,4.6038381663,55.25,276.23028997800003
LFMP,PERPIGNAN RIVESALTES,3560.0,6.2553407935,75.06,375.32044761000003
LFMP,PERPIGNAN RIVESALTES,8202.0,6.2553407935,75.06,375.32044761000003
LFMT,MONTPELLIER,8530.0,4.4772438342,53.73,268.63463005200003
LFMT,MONTPELLIER,3609.0,4.4772438342,53.73,268.63463005200003
LFMU,BEZIERS,5971.0,5.1539792388,61.85,309.23875432799997
LFOB,BEAUVAIS-TILLE,3625.0,5.1395220181,61.67,308.371321086
LFOB,BEAUVAIS-TILLE,7972.0,5.1395220181,61.67,308.371321086
LFOB,BEAUVAIS-TILLE,,5.1395220181,61.67,308.371321086
LFMV,,6168.0,4.0,48.0,240.0
LFOK,CHALONS VATRY,12664.0,5.6222222222,67.47,337.333333332
LFOT,TOURS ST SYMPHORIEN,7887.0,5.4912718204,65.9,329.476309224
LFPB,,7858.0,4.0,48.0,240.0
LFPB,,9813.0,4.0,48.0,240.0
LFPB,,6060.0,4.0,48.0,240.0
LFPG,PARIS/CHARLES-DE-GAULLE,13829.0,10.1088465228,121.31,606.530791368
LFPG,PARIS/CHARLES-DE-GAULLE,8858.0,10.1088465228,121.31,606.530791368
LFPG,PARIS/CHARLES-DE-GAULLE,8858.0,10.1088465228,121.31,606.530791368
LFPG,PARIS/CHARLES-DE-GAULLE,13780.0,10.1088465228,121.31,606.530791368
LFPO,PARIS/ORLY,7874.0,6.4361184035,77.23,386.16710421
LFPO,PARIS/ORLY,11975.0,6.4361184035,77.23,386.16710421
LFPO,PARIS/ORLY,10892.0,6.4361184035,77.23,386.16710421
LFQQ,LILLE/LESQUIN,5184.0,4.9180519785,59.02,295.08311871
LFQQ,LILLE/LESQUIN,9268.0,4.9180519785,59.02,295.08311871
LFRB,BREST-GUIPAVAS,2297.0,3.5480253535,42.58,212.88152121
LFRB,BREST-GUIPAVAS,10171.0,3.5480253535,42.58,212.88152121
LFRG,DEAUVILLE NORMANDIE,8366.0,5.7135416667,68.56,342.81250000200004
LFRK,CAEN CARPIQUET,3871.0,4.3269794721,51.92,259.618768326
LFRK,CAEN CARPIQUET,6233.0,4.3269794721,51.92,259.618768326
LFRK,CAEN CARPIQUET,2624.0,4.3269794721,51.92,259.618768326
LFRN,RENNES SAINT JACQUES,6890.0,4.0413864459,48.5,242.48318675399997
LFRN,RENNES SAINT JACQUES,2788.0,4.0413864459,48.5,242.48318675399997
LFRH,,5479.0,4.0,48.0,240.0
LFRH,,7884.0,4.0,48.0,240.0
LFRS,NANTES,9514.0,4.3980625931,52.78,263.883755586
LFSB,BASLE/MULHOUSE,5626.0,4.2636643058,51.16,255.819858348
LFSB,BASLE/MULHOUSE,12795.0,4.2636643058,51.16,255.819858348
LFST,STRASBOURG/ENTZHEIM,7874.0,4.8531707317,58.24,291.19024390199996
LFTH,HYERES LA PALYVESTRE,6955.0,6.8051823417,81.66,408.310940502
LFTH,HYERES LA PALYVESTRE,6240.0,6.8051823417,81.66,408.310940502
LFTM,,,4.0,48.0,240.0
LFTW,NIMES,8005.0,4.4514038877,53.42,267.084233262
LGAL,ALEXANDROUPOLIS / DIMOKRITOS,8471.0,4.9156626506,58.99,294.939759036
LGAV,ATHENS,12467.0,6.4185766789,77.02,385.114600734
LGAV,ATHENS,13123.0,6.4185766789,77.02,385.114600734
LGBL,N.ANCHIALOS,9052.0,6.2923976608,75.51,377.54385964799997
LGHI,CHIOS/ OMIROS,4957.0,4.1632373114,49.96,249.794238684
LGIK,IKARIA/ IKAROS,4551.0,4.00625,48.08,240.37499999999997
LGIO,IOANNINA/ KING PYRROS,7874.0,4.6675062972,56.01,280.050377832
LGIR,IRAKLION/NIKOS/KAZANTZAKIS,8904.0,4.1140630535,49.37,246.84378321
LGIR,IRAKLION/NIKOS/KAZANTZAKIS,5138.0,4.1140630535,49.37,246.84378321
LGIR,IRAKLION/NIKOS/KAZANTZAKIS,2559.0,4.1140630535,49.37,246.84378321
LGKC,KITHIRA/ALEXANDROS ARISTOTELOUS ONASSIS,4794.0,3.8563829787,46.28,231.38297872200002
LGKF,KEFALLINIA / ANNA POLLATOU,7992.0,4.9686670207,59.62,298.120021242
LGKJ,KASTELORIZO,2618.0,4.6369863014,55.64,278.219178084
LGKL,KALAMATA,8868.0,6.138225256,73.66,368.29351536
LGKO,KOS,7841.0,4.1845461365,50.21,251.07276818999998
LGKP,KARPATHOS,7871.0,5.0204778157,60.25,301.22866894199996
LGKR,IOANNIS/KAPODISTRIAS,7792.0,3.8756712585,46.51,232.54027551000001
LGKV,KAVALA / MEGAS ALEXANDROS,9844.0,4.6632522407,55.96,279.795134442
LGLE,LEROS,3320.0,3.9951219512,47.94,239.707317072
LGLM,LIMNOS / IFAISTOS,9895.0,5.1349325337,61.62,308.095952022
LGMK,MIKONOS,6240.0,3.9967199672,47.96,239.80319803199998
LGML,MILOS,3527.0,4.1481481481,49.78,248.888888886
LGMT,MITILINI,7894.0,3.8343949045,46.01,230.06369426999998
LGNX,NAXOS,2953.0,3.7665056361,45.2,225.99033816600002
LGPA,PAROS,4593.0,4.2008168822,50.41,252.04901293199998
LGPZ,PREVEZA / AKTION,9419.0,4.1890515595,50.27,251.34309357
LGRP,DIAGORAS,10846.0,5.1154696133,61.39,306.928176798
LGRX,ARAXOS,10999.0,6.1082251082,73.3,366.493506492
LGRX,ARAXOS,10997.0,6.1082251082,73.3,366.493506492
LGSA,KHANIA/SOUDA,10982.0,3.917004635,47.0,235.0202781
LGSK,SKIATHOS / ALEXANDROS PAPADIAMANDIS,5341.0,4.3927304965,52.71,263.56382979
LGSM,SAMOS / ARISTARCHOS OF SAMOS,6706.0,4.2166531932,50.6,252.999191592
LGSR,SANTORINI,7208.0,3.7881968107,45.46,227.291808642
LGSR,SANTORINI,,3.7881968107,45.46,227.291808642
LGST,SITIA/VITSENTZOS KORNAROS,6804.0,3.2405063291,38.89,194.430379746
LGSY,SKIROS,9849.0,3.4702702703,41.64,208.216216218
LGTS,MAKEDONIA,11286.0,4.8853640952,58.62,293.121845712
LGTS,MAKEDONIA,7907.0,4.8853640952,58.62,293.121845712
LGZA,ZAKINTHOS / DIONISIOS SOLOMOS,7310.0,3.904494382,46.85,234.26966292
LHBP,BUDAPEST/FERIHEGY,12162.0,5.8475627403,70.17,350.85376441799997
LHBP,BUDAPEST/FERIHEGY,9875.0,5.8475627403,70.17,350.85376441799997
LHDC,DEBRECEN,8196.0,7.0954545455,85.15,425.72727273
LHDC,DEBRECEN,8087.0,7.0954545455,85.15,425.72727273
LIBC,CROTONE,6562.0,4.3019390582,51.62,258.116343492
LIBD,BARI PALESE,9843.0,4.85794695,58.3,291.476817
LIBD,BARI PALESE,512.0,4.85794695,58.3,291.476817
LIBP,PESCARA,7933.0,4.3813559322,52.58,262.881355932
LIBR,BRINDISI CASALE,5892.0,5.2753139193,63.3,316.518835158
LIBR,BRINDISI CASALE,10000.0,5.2753139193,63.3,316.518835158
LICA,LAMEZIA TERME,9898.0,4.6151304348,55.38,276.90782608800004
LICB,COMISO,8070.0,3.8764302059,46.52,232.585812354
LICC,CATANIA FONTANAROSSA,7989.0,5.5973053892,67.17,335.838323352
LICD,LAMPEDUSA,5906.0,5.6595744681,67.91,339.57446808599997
LICG,PANTELLERIA,4003.0,5.4011976048,64.81,324.071856288
LICG,PANTELLERIA,5495.0,5.4011976048,64.81,324.071856288
LICJ,PALERMO PUNTA RAISI,6804.0,4.8504586019,58.21,291.027516114
LICJ,PALERMO PUNTA RAISI,10912.0,4.8504586019,58.21,291.027516114
LICR,REGGIO CALABRIA,5574.0,4.7408,56.89,284.448
LICR,REGGIO CALABRIA,6549.0,4.7408,56.89,284.448
LICT,TRAPANI BIRGI,8852.0,4.924,59.09,295.44
LIEA,ALGHERO,9843.0,4.7089971884,56.51,282.53983130399996
LIEE,CAGLIARI ELMAS,9196.0,4.4910515537,53.89,269.463093222
LIEO,OLBIA COSTA SMERALDA,9006.0,4.704874696,56.46,282.29248176
LIMC,MILAN/MALPENSA,12861.0,6.1881656805,74.26,371.28994083
LIMC,MILAN/MALPENSA,12861.0,6.1881656805,74.26,371.28994083
LIME,BERGAMO/ORIO ALSERIO,9429.0,3.9906177653,47.89,239.437065918
LIME,BERGAMO/ORIO ALSERIO,2343.0,3.9906177653,47.89,239.437065918
LIMF,TORINO/CASELLE,10827.0,5.9164677804,71.0,354.988066824
LIMJ,GENOVA SESTRI,9564.0,5.2925191816,63.51,317.551150896
LIML,MILAN/LINATE,8012.0,3.931844561,47.18,235.91067366000001
LIML,MILAN/LINATE,1972.0,3.931844561,47.18,235.91067366000001
LIMP,PARMA,6962.0,3.461038961,41.53,207.66233766
LIMZ,CUNEO/LEVALDIGI,6903.0,4.5211267606,54.25,271.267605636
LIPE,BOLOGNA,9196.0,4.4163307024,53.0,264.979842144
LIPH,TREVISO SAN ANGELO,7941.0,3.5884181889,43.06,215.305091334
LIPO,,9810.0,4.0,48.0,240.0
LIPQ,RONCHI DEI LEGIONARI,9843.0,4.0005356186,48.01,240.032137116
LIPR,RIMINI/MIRAMARE,9828.0,5.1606557377,61.93,309.639344262
LIPX,VERONA VILLAFRANCA,10064.0,4.3266504658,51.92,259.599027948
LIPY,ANCONA FALCONARA,9718.0,3.4413988658,41.3,206.48393194800002
LIPZ,VENICE/TESSERA,9121.0,5.3095307068,63.71,318.571842408
LIPZ,VENICE/TESSERA,10827.0,5.3095307068,63.71,318.571842408
LIRA,ROME/CIAMPINO,7226.0,5.487777953,65.85,329.26667718
LIRF,ROME/FIUMICINO,10849.0,8.9921871019,107.91,539.531226114
LIRF,ROME/FIUMICINO,11818.0,8.9921871019,107.91,539.531226114
LIRF,ROME/FIUMICINO,12801.0,8.9921871019,107.91,539.531226114
LIRF,ROME/FIUMICINO,12801.0,8.9921871019,107.91,539.531226114
LIRN,NAPOLI CAPODICHINO,8622.0,5.2977945656,63.57,317.867673936
LIRP,PISA SAN GIUSTO,9160.0,4.6650134771,55.98,279.90080862599996
LIRP,PISA SAN GIUSTO,9820.0,4.6650134771,55.98,279.90080862599996
LIRQ,FIRENZE/PERETOLA,5118.0,5.253359613,63.04,315.20157678
LIRZ,PERUGIA,7215.0,5.6699629172,68.04,340.19777503200004
LJLJ,LJUBLJANA,10827.0,3.6079545455,43.3,216.47727273
LJMB,,8202.0,4.0,48.0,240.0
LJMB,,3937.0,4.0,48.0,240.0
LKMT,OSTRAVA,11484.0,4.9623085984,59.55,297.738515904
LKPD,PARDUBICE,8203.0,3.8526315789,46.23,231.157894734
LKPR,PRAGUE/RUZYNE,6955.0,5.2951089373,63.54,317.706536238
LKPR,PRAGUE/RUZYNE,12189.0,5.2951089373,63.54,317.706536238
LKPR,PRAGUE/RUZYNE,10663.0,5.2951089373,63.54,317.706536238
LKTB,BRNO TURANY,2624.0,5.4850088183,65.82,329.100529098
LKTB,BRNO TURANY,8694.0,5.4850088183,65.82,329.100529098
LLBG,TEL AVIV/BEN GURION,9094.0,6.5787626547,78.95,394.725759282
LLBG,TEL AVIV/BEN GURION,13327.0,6.5787626547,78.95,394.725759282
LLBG,TEL AVIV/BEN GURION,10209.0,6.5787626547,78.95,394.725759282
LMML,MALTA/LUQA,7799.0,4.0855241265,49.03,245.13144759000002
LMML,MALTA/LUQA,11627.0,4.0855241265,49.03,245.13144759000002
LOWG,GRAZ,9842.0,2.7583113456,33.1,165.498680736
LOWG,GRAZ,2100.0,2.7583113456,33.1,165.498680736
LOWG,GRAZ,2493.0,2.7583113456,33.1,165.498680736
LOWI,INNSBRUCK,6562.0,3.3724373576,40.47,202.346241456
LOWK,KLAGENFURT,8924.0,3.2428571429,38.91,194.571428574
LOWK,KLAGENFURT,2427.0,3.2428571429,38.91,194.571428574
LOWL,LINZ,,4.8151658768,57.78,288.909952608
LOWL,LINZ,9843.0,4.8151658768,57.78,288.909952608
LOWL,LINZ,2165.0,4.8151658768,57.78,288.909952608
LOWS,SALZBURG,9022.0,4.4116920543,52.94,264.701523258
LOWW,VIENNA,11483.0,5.9180039684,71.02,355.080238104
LOWW,VIENNA,11811.0,5.9180039684,71.02,355.080238104
LPAZ,,334.0,4.0,48.0,240.0
LPAZ,,1004.0,4.0,48.0,240.0
LPAZ,,10000.0,4.0,48.0,240.0
LPFR,FARO,8169.0,4.7728408606,57.27,286.370451636
LPLA,LAJES TERCEIRA,10870.0,6.1523378582,73.83,369.140271492
LPMA,FUNCHAL,9110.0,3.9549315068,47.46,237.295890408
LPPD,PONTA DELGADA,8192.0,3.8133333333,45.76,228.799999998
LPPR,PORTO,11417.0,5.2431665026,62.92,314.589990156
LPPS,PORTO SANTO,,4.3465085639,52.16,260.79051383399997
LPPS,PORTO SANTO,9861.0,4.3465085639,52.16,260.79051383399997
LPPT,LISBON,12162.0,5.9556853499,71.47,357.34112099400005
